,CDNS,FICO,XOM,KKR,GE,SIG,TRGP,MPC,CPRI,ENPH,AMD,NVDA,WTW,CNX,STLD,HWM,OKE,NEM,DXC,GMCR,HLT,FCX,URI,MU,ANET,AMAT,XRX,FTR,IPGP,ALGN,NKTR,SEDG,ETSY,AXON,ABMD,LULU,DXCM,FOSL,FTNT,BIVV,CMG,VAL,ERIE,PAYC,MTCH,CHK,TSLA,MRNA,GME,GTX,AA,DVN,RRC,OXY,EQT,CF,MRO,HP,FTI,FSLR,SMCI,META,VST,LUMN
2024-01-31,0.000000,0.000000,0.000000,0.000000,0.036027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014743,0.000000,0.000000,0.012198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015770,0.011574,0.000000,0.000000,0.041849,0.000000,0.000000,0.012495,0.000000,0.012189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021139,0.000000,0.000000,0.000000
2024-02-29,0.000000,0.000000,0.000000,0.000000,0.035493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012981,0.000000,0.000000,0.012017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015536,0.000000,0.000000,0.000000,0.041228,0.000000,0.000000,0.012310,0.000000,0.012008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013010,0.013497,0.000000,0.000000
2024-03-31,0.000000,0.000000,0.000000,0.000000,0.035042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013873,0.000000,0.000000,0.011864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015338,0.011258,0.000000,0.000000,0.040705,0.000000,0.000000,0.012154,0.000000,0.011855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020892,0.000000,0.000000,0.000000
2024-04-30,0.000000,0.000000,0.000000,0.000000,0.035010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013696,0.000000,0.000000,0.011854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015325,0.011248,0.000000,0.000000,0.040668,0.000000,0.000000,0.012143,0.000000,0.011845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021445,0.000000,0.000000,0.000000
2024-05-31,0.000000,0.000000,0.000000,0.000000,0.034337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015030,0.011031,0.000000,0.000000,0.039886,0.000000,0.000000,0.011909,0.000000,0.011617,0.000000,0.000000,0.010742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032780,0.000000,0.000000,0.000000
2024-06-30,0.000000,0.000000,0.000000,0.000000,0.034225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014981,0.010995,0.000000,0.000000,0.039755,0.000000,0.000000,0.011870,0.000000,0.011579,0.000000,0.000000,0.010706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026737,0.000000,0.000000,0.000000
2024-07-31,0.000000,0.000000,0.000000,0.000000,0.034218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014978,0.010993,0.000000,0.000000,0.039748,0.000000,0.000000,0.011868,0.000000,0.011577,0.000000,0.000000,0.010704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026129,0.000000,0.000000,0.000000
2024-08-31,0.000000,0.000000,0.000000,0.000000,0.034075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014915,0.010947,0.000000,0.000000,0.039582,0.000000,0.000000,0.011818,0.000000,0.011528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013368,0.000000,0.014324,0.000000
2024-09-30,0.000000,0.000000,0.000000,0.000000,0.034039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014899,0.010807,0.000000,0.000000,0.039540,0.000000,0.000000,0.011806,0.000000,0.011516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013354,0.000000,0.014265,0.000000
2024-10-31,0.000000,0.000000,0.000000,0.000000,0.033338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014592,0.000000,0.000000,0.000000,0.038725,0.000000,0.000000,0.011563,0.000000,0.011279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013078,0.000000,0.013251,0.012503
2024-11-30,0.000000,0.000000,0.000000,0.000000,0.033009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014448,0.000000,0.000000,0.000000,0.038343,0.000000,0.000000,0.011449,0.000000,0.011167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012949,0.000000,0.015916,0.017207
2024-12-31,0.000000,0.000000,0.000000,0.000000,0.032995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014443,0.000000,0.000000,0.000000,0.038327,0.000000,0.000000,0.011444,0.000000,0.011163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012944,0.000000,0.015819,0.017052
