permno,ticker,comnam
76903,TSIC,TRANSDUCER SYSTEMS INC
76903,TSIC,TRANSDUCER SYSTEMS INC
76904,COOP,COOPERATIVE BANK FOR SAVINGS INC
76904,COOP,COOPERATIVE BANCSHARES INC
76904,COOP,COOPERATIVE BANCSHARES INC
76904,COOP,COOPERATIVE BANCSHARES INC
76905,CPCO,COMPUTER PETROLEUM CORP
76906,CPNI,CHRISTIAN PURCHASING NETWORK INC
76906,JAHI,JORDAN AMERICAN HOLDINGS INC
76906,JAHI,JORDAN AMERICAN HOLDINGS INC
76906,JAHI,JORDAN AMERICAN HOLDINGS INC
76907,CTEL,CELLULAR TELEPHONE ENTERPRS INC
76908,CTSC,CELLULAR TECHNICAL SVCS CO INC
76908,CTSC,CELLULAR TECHNICAL SVCS CO INC
76908,CTSC,CELLULAR TECHNICAL SVCS CO INC
76908,,CELLULAR TECHNICAL SVCS CO INC
76908,,SAFESTITCH MEDICAL INC
76908,,TRANSENTERIX INC
76908,,TRANSENTERIX INC
76908,TRXC,TRANSENTERIX INC
76908,TRXC,TRANSENTERIX INC
76908,TRXC,TRANSENTERIX INC
76908,ASXC,ASENSUS SURGICAL INC
76909,CYBR,CYBERNETICS PRODUCTS INC
76909,DYMO,DYNAMOTION ATI CORP
76910,CYGN,CYGNUS THERAPEUTIC SYSTEMS
76910,CYGN,CYGNUS INC
76911,TGCO,TRANSIDYNE GENERAL CORP
76912,DAHI,DEPRENYL ANIMAL HEALTH INC
76912,DAHI,DEPRENYL ANIMAL HEALTH INC
76912,DAHI,DEPRENYL ANIMAL HEALTH INC
76913,DKBC,DAKOTA BANCORP INC
76914,BENGF,BEST ENERGY SYSTEMS INC
76914,,BEST ENERGY SYSTEMS INC
76914,BENGF,BEST ENERGY SYSTEMS INC
76914,DNVOF,DENOVO CORP
76914,DNVOF,DENOVO CORP
76914,PMGIF,PRINCETON MEDIA GROUP INC
76915,DVSRF,DAVSTAR INDUSTRIES LTD
76915,DVS,DAVSTAR INDUSTRIES LTD
76915,URO,UROHEALTH SYSTEMS INC
76915,URO,UROHEALTH SYSTEMS INC
76915,UROH,UROHEALTH SYSTEMS INC
76915,UROH,IMAGYN MEDICAL TECHNOLOGIES INC
76915,IMTI,IMAGYN MEDICAL TECHNOLOGIES INC
76916,EAIN,EDUCATION ALTERNATIVES INC
76916,TSST,TESSERACT GROUP INC
76917,EBIC,ELECTRO BRAIN INTERNATIONAL CORP
76917,EBIC,ELECTRO BRAIN INTERNATIONAL CORP
76919,FERS,F & E RESOURCE SYSTEMS TECH INC
76919,,F & E RESOURCE SYSTEMS TECH INC
76919,FERS,F & E RESOURCE SYSTEMS TECH INC
76919,WAST,WASTEMASTERS INC
76920,FNAT,1ST NATIONAL FILM CORP
76920,FNAT,1ST NATIONAL FILM CORP
76920,FNAT,FIRST NATIONAL ENTERTAINMENT CP
76921,FONCF,FONIC INC
76922,FSACF,FORMOSA RESOURCES CORP
76923,GHCI,GLACIER HOLDINGS INC
76924,GRSO,GRASSO CORP
76925,HIIN,HIGHLINE INDUSTRIES INC
76925,,HIGHLINE INDUSTRIES INC
76925,HIIN,HIGHLINE INDUSTRIES INC
76926,HOSE,SHEFFIELD INDUSTRIES INC
76927,HWDHV,HALLWOOD HOLDINGS INC
76927,HWDH,HALLWOOD HOLDINGS INC
76927,OAKC,OAKHURST CAPITAL INC
76927,OAKC,OAKHURST COMPANY INC
76927,,OAKHURST COMPANY INC
76927,,STERLING CONSTRUCTION CO INC
76927,STV,STERLING CONSTRUCTION CO INC
76927,STRL,STERLING CONSTRUCTION CO INC
76928,INAV,I N A V TRAVEL CORP
76928,,I N A V TRAVEL CORP
76928,,M B SOFTWARE CORP
76928,,M B SOFTWARE CORP NEW
76928,,WOUND MANAGEMENT TECH INC
76928,,SANARA MEDTECH INC
76928,SMTI,SANARA MEDTECH INC
76930,TSEC,TRANSIERRA EXPL CORP
76930,BLCR,BELCOR INC
76930,BLCR,BELCOR INC
76931,IONL,ION LASER TECHNOLOGY INC
76931,ILT,ION LASER TECHNOLOGY INC
76931,BWT,BRITESMILE INC
76931,BSML,BRITESMILE INC
76931,BSML,BRITESMILE INC
76931,BSML,B S M L INC
76932,IPIPF,INTERPROVINCIAL PIPE LINE LTD
76932,IPIPF,INTERPROVINCIAL PIPE LINE LTD
76932,IHEIF,INTERHOME ENERGY INC
76932,IPPIF,INTERPROVINCIAL PIPE LINE INC
76932,IPPIF,I P L ENERGY INC
76932,ENBRF,ENBRIDGE INC
76932,ENBR,ENBRIDGE INC
76932,ENB,ENBRIDGE INC
76932,ENB,ENBRIDGE INC
76932,ENB,ENBRIDGE INC
76932,ENB,ENBRIDGE INC
76932,ENB,ENBRIDGE INC
76932,ENB,ENBRIDGE INC
76933,IPSI,I P S HEALTH CARE INC
76934,ISIG,INSIGNIA SYSTEMS INC
76934,ISIG,INSIGNIA SYSTEMS INC
76934,ISIG,INSIGNIA SYSTEMS INC
76934,LDWY,LENDWAY INC
76935,ITSS,INTERNATIONAL TESTING SVCS INC
76935,ITS,INTERNATIONAL TESTING SERVICES
76936,JAKO,JAYCO INC
76936,JAKO,JAKO INC
76936,JAKO,JAKO INC
76937,JHPC,JIM HJELMS PRIVATE COLLECTN LTD
76937,JHPC,JIM HJELMS PRIVATE COLLECTN LTD
76937,JHCC,JIM HJELMS PRIVATE COLLECTN LTD
76937,JHPC,JIM HJELMS PRIVATE COLLECTN LTD
76937,JHPC,J L M COUTURE INC
76937,JLMC,J L M COUTURE INC
76938,JUNI,JUNIPER FEATURES LTD
76938,JUNI,JUNIPER GROUP INC
76938,JUNI,JUNIPER GROUP INC
76938,JUNI,JUNIPER GROUP INC NEW
76938,JUNI,JUNIPER GROUP INC
76938,JUNI,JUNIPER GROUP INC
76938,JUNI,JUNIPER GROUP INC
76939,NGFCF,NEVADA GOLDFIELDS CORP
76939,KNVFV,CONSOLIDATED NEVADA GOLDFDS CORP
76939,KNVCF,CONSOLIDATED NEVADA GOLDFDS CORP
76939,RDMMF,REAL DEL MONTE MINING CORP
76940,RCSLF,RICH COAST SULPHUR LTD
76940,KRHCF,CONSOLIDATED RICH COAST SUL LTD
76940,KRHCF,RICH COAST RESOURCES LTD
76940,KRHC,RICH COAST INC
76941,LBTYA,LIBERTY MEDIA CORP
76941,LBTYA,LIBERTY MEDIA CORP
76942,LCON,LICON INTERNATIONAL INC
76942,LCON,LICON INTERNATIONAL INC
76942,EMRL,EMERALD CAPITAL HOLDINGS INC
76942,,EMERALD CAPITAL HOLDINGS INC
76942,EMRL,EMERALD CAPITAL HOLDINGS INC
76942,EMRL,EMERALD CAPITAL HOLDINGS INC
76943,MEDM,MEDAMICUS INC
76943,NPTH,ENPATH MEDICAL INC
76944,MEDS,MEDISYS INC
76945,MEDW,MEDIWARE INFORMATION SYS INC
76945,MEDW,MEDIWARE INFORMATION SYS INC
76946,TRNS,TRANSMATION INC
76946,TRNS,TRANSMATION INC
76946,TRNS,TRANSMATION INC
76946,TRNS,TRANSCAT INC
76947,META,METATEC CORP
76947,META,METATEC INTERNATIONAL INC
76948,MGICF,MAGIC SOFTWARE ENTERPRISES LTD
76948,MGIC,MAGIC SOFTWARE ENTERPRISES LTD
76949,MGIK,MAGIC RESTAURANTS INC
76949,,MAGIC RESTAURANTS INC
76949,MGIK,MAGIC RESTAURANTS INC
76950,MILR,MILLER DIVERSIFIED CORP
76950,,MILLER DIVERSIFIED CORP
76950,,VAPOR CORP
76950,,VAPOR CORP
76950,VPCO,VAPOR CORP
76950,VPCO,VAPOR CORP
76951,MRIX,MIDLAND RESOURCES INC NEW
76951,MLD,MIDLAND RESOURCES INC NEW
76951,VEI,VISTA ENERGY RESOURCES INC
76951,PRZ,PRIZE ENERGY CORP
76952,MVAT,MEDIVATORS INC
76953,NEND,NENDELS CORP
76954,TMRC,TRANSMOUNTAIN RESOURCES CORP
76955,NETW,NETWORK REAL ESTATE CA INC
76955,NETW,NETWORK FINANCIAL SERVICES INC
76955,WGHI,WESTMARK GROUP HOLDINGS INC
76955,WGHI,WESTMARK GROUP HOLDINGS INC
76955,WGHI,WESTMARK GROUP HOLDINGS INC
76955,WGHI,WESTMARK GROUP HOLDINGS INC
76955,WGHI,WESTMARK GROUP HOLDINGS INC
76956,NMSG,NETWORK MANAGEMENT SRVCS GP INC
76957,NMWI,NATIONAL MEDICAL WASTE INC
76957,NMWS,NATIONAL MEDICAL WASTE INC
76958,NSATF,N I I NORSAT INTERNATIONAL INC
76958,NSATF,NORSAT INTERNATIONAL INC NEW
76958,NSAT,NORSAT INTERNATIONAL INC NEW
76958,,NORSAT INTERNATIONAL INC NEW
76958,,NORSAT INTERNATIONAL INC NEW
76958,NSAT,NORSAT INTERNATIONAL INC NEW
76959,NSCF,NORTHSTAR COMPUTER FORMS INC
76960,NSFC,NORTHERN STATES FNCL CORP NEW
76960,NSFC,NORTHERN STATES FNCL CORP NEW
76961,NTAIF,NAM TAI ELECTRONICS INC
76961,,NAM TAI ELECTRONICS INC
76961,NTAIF,NAM TAI ELECTRONICS INC
76961,NTAIF,NAM TAI ELECTRONICS INC
76961,NTAI,NAM TAI ELECTRONICS INC
76961,NTAI,NAM TAI ELECTRONICS INC
76961,NTE,NAM TAI ELECTRONICS INC
76961,NTE,NAM TAI ELECTRONICS INC
76961,NTP,NAM TAI PROPERTY INC
76961,NTP,NAM TAI PROPERTY INC
76962,TRNT,TRANSNET CORP
76962,TRNT,TRANSNET CORP
76963,NTNX,N T N COMMUNICATIONS INC
76963,NTN,N T N COMMUNICATIONS INC
76963,NTN,N T N COMMUNICATIONS INC
76963,NTN,N T N BUZZTIME INC
76963,NTN,N T N BUZZTIME INC
76963,NTN,N T N BUZZTIME INC
76963,BTX,BROOKLYN IMMUNOTHERAPEUTICS INC
76963,BTX,BROOKLYN IMMUNOTHERAPEUTICS INC
76963,BTX,BROOKLYN IMMUNOTHERAPEUTICS INC
76963,ERNA,ETERNA THERAPEUTICS INC
76964,NVUE,NVIEW CORP
76964,NVUE,NVIEW CORP
76965,OHIOF,OHIO RESOURCES CORP
76966,OMED,OXBORO MEDICAL INTERNATIONAL INC
76966,OMED,OXBORO MEDICAL INTERNATIONAL INC
76966,OMED,OXBORO MEDICAL INC
76966,STEN,STERION INC
76966,STEN,STEN CORP
76967,OMEG,OMEGA ENVIRONMENTAL INC
76967,OMGQE,OMEGA ENVIRONMENTAL INC
76968,OPTQ,OCEAN OPTIQUE DISTRIBUTORS INC
76968,OPQ,OCEAN OPTIQUE DISTRIBUTORS INC
76968,OPTQ,OCEAN OPTIQUE DISTRIBUTORS INC
76968,OPTQ,OCEAN OPTIQUE DISTRIBUTORS INC
76969,OUSA,OMNI U S A INC
76969,OUSA,OMNI U S A INC
76969,OUSA,OMNI U S A INC
76969,OUSC,OMNI U S A INC
76969,OUSA,OMNI U S A INC
76970,PDGE,P D G ENVIRONMENTAL INC
76971,PGMT,PARAGON MORTGAGE CORP
76971,PGMT,PARAGON MORTGAGE CORP
76972,PJTV,PROJECTAVISION INC
76972,VIDI,VIDIKRON TECHNOLOGIES GROUP INC
76973,QUTM,QUANTUM VENTURES GROUP INC
76973,QUTM,QUANTUM VENTURES GROUP INC
76973,BHAL,QUANTUM VENTURES GROUP INC
76973,BHAL,BERNARD HALDANE
76974,RBSI,REGENCY BANCSHARES INC
76975,RCMIF,ROGERS CANTEL MOBILE COMMS INC
76975,RCN,ROGERS CANTEL MOBILE COMMS INC
76975,RCN,ROGERS CANTEL MOBILE COMMS INC
76975,RCN,ROGERS WIRELESS COMMS INC
76976,RCORF,R TEK CORP
76976,RCORF,QUALITY DINO ENTERTAINMENT LTD
76976,RCORF,QUALITY DINO ENTERTAINMENT LTD
76976,RCRF,QUALITY DINO ENTERTAINMENT LTD
76976,RCFQ,QUALITY DINO ENTERTAINMENT LTD
76977,REST,RESTOR INDUSTRIES INC
76977,,RESTOR INDUSTRIES INC
76977,REST,RESTOR INDUSTRIES INC
76977,WAXS,WORLD ACCESS INC
76977,WAXS,WORLD ACCESS INC
76978,RNTK,RENTECH INC
76978,,RENTECH INC
76978,RTK,RENTECH INC
76978,RTK,RENTECH INC
76978,RTK,RENTECH INC
76978,RTK,RENTECH INC
76978,RTK,RENTECH INC
76978,RTK,RENTECH INC
76979,ROBE,ROBERN APPAREL INC
76979,ROBE,ROBERN INDUSTRIES INC
76979,WCII,ROBERN INDUSTRIES INC
76979,WCII,WINSTAR COMMUNICATIONS INC
76979,WCII,WINSTAR COMMUNICATIONS INC
76980,ROCM,ROCHESTER MEDICAL CORP
76981,RPKL,ROPAK LABORATORIES
76981,INVI,INVITRO INTERNATIONAL
76982,SAIL,CHARTER BANCSHARES INC
76983,SBRN,SANBORN INC
76984,SEIS,SEISMED INSTRUMENTS INC
76985,SVSRF,SILVERSIDE RESOURCES INC
76985,SIMRF,STARMIN MINING INC
76986,SISKF,SISKON GOLD CORP
76986,SISK,SISKON GOLD CORP
76986,SISK,SISKON GOLD CORP
76987,SITE,SITE BASED MEDIA INC
76987,SITE,SITE HOLDINGS INC
76987,SITE,SITE HOLDINGS INC
76988,SMCS,STAR MULTI CARE SERVICES INC
76988,SMCS,STAR MULTI CARE SERVICES INC
76988,SMCS,STAR MULTI CARE SERVICES INC NEW
76988,SMCS,STAR MULTI CARE SERVICES INC
76989,TOCN,TRANSOCEAN OIL INC
76990,SMTS,SOMANETICS CORP
76990,,SOMANETICS CORP
76990,SMTS,SOMANETICS CORP
76990,SMTS,SOMANETICS CORP
76991,SOFI,SOLAR FINANCIAL SERVICES INC
76991,SOFI,SOLAR FINANCIAL SERVICES INC
76992,SOIL,SPECTRUM DATATECH INC
76992,SOIL,SPECTRUM DATATECH INC
76992,SOIL,SPINDLE OIL AND GAS INC
76993,SPSG,SPARTA SURGICAL CORP
76993,SPSG,SPARTA SURGICAL CORP
76993,SPSG,SPARTA SURGICAL CORP NEW
76993,SPSG,SPARTA SURGICAL CORP
76993,SPGC,SPARTA SURGICAL CORP
76993,SPSG,SPARTA SURGICAL CORP
76994,SPTS,SPORTS MEDIA INC
76995,STGA,SARATOGA BRANDS INC
76995,STGA,SARATOGA BRANDS INC
76995,STGA,SARATOGA BRANDS INC
76995,STGA,SARATOGA BRANDS INC
76995,STGA,SARATOGA BRANDS INC
76995,STGA,SARATOGA BRANDS INC
76995,TCGI,CLASSICA GROUP INC
76995,TCGI,CLASSICA GROUP INC
76996,TICO,TRINITY CAPITAL ENTERPRISE CORP
76997,,TRANSPORT DATA COMMUNICATIONS
76998,TJSY,T J SYSTEMS CORP
76998,TJSY,T J SYSTEMS CORP
76998,LECE,LEASING EDGE CORP
76998,,LEASING EDGE CORP
76998,LECE,LEASING EDGE CORP
76998,LECE,L E C TECHNOLOGIES INC
76998,LCCC,L E C TECHNOLOGIES INC
76998,LECE,L E C TECHNOLOGIES INC
76998,GECC,GOLF ENTERTAINMENT INC
76999,TOYH,T H Q INC
76999,TOYH,T H Q INC
76999,THQI,T H Q INC
76999,THQI,T H Q INC
77000,TVXTF,T V X GOLD INC
77000,TVX,T V X GOLD INC
77000,TVX,T V X GOLD INC
77000,TVX,T V X GOLD INC
77000,TVX,T V X GOLD INC
77001,UQST,UNIQUEST INC
77002,USAL,U S ALCOHOL TESTING OF AMER INC
77002,AAA,U S ALCOHOL TESTING OF AMER INC
77002,SAU,SUBSTANCE ABUSE TECHNOLOGIES INC
77003,VDPI,VIDCOM POST INC
77004,VIFL,VINDICATOR OF FLORIDA INC
77004,VIFL,VINDICATOR INC
77004,VIFL,FOOD TECHNOLOGY SERVICE INC
77004,VIFL,FOOD TECHNOLOGY SERVICE INC
77004,VIFL,FOOD TECHNOLOGY SERVICE INC
77005,VISI,VISITEL NETWORK INC
77006,VRNT,VERNITRON CORP
77006,VRNT,VERNITRON CORP
77006,AXYS,AXSYS TECHNOLOGIES INC
77007,VVTVA,VALUEVISION INTERNATIONAL INC
77007,VVTV,VALUEVISION INTERNATIONAL INC
77007,VVTV,VALUEVISION INTERNATIONAL INC
77007,VVTV,VALUEVISION MEDIA INC
77007,EVLV,EVINE LIVE INC
77007,IMBI,IMEDIA BRANDS INC
77007,IMBI,IMEDIA BRANDS INC
77008,NQRLF,NOR QUEST RESOURCES LTD
77008,NQRLF,WESTERN & PACIFIC RESOURCES CORP
77008,WNPRF,WESTERN & PACIFIC RESOURCES CORP
77008,CWNPF,CONSOLIDATED WESTERN & PAC RES
77008,SYNTF,SYNERGY RESOURCE TECHS INC
77008,SRRIF,SYNERGY RENEWABLE RESOURCES INC
77008,SRIF,SYNERGY RENEWABLE RESOURCES INC
77008,SRRIF,SYNERGY RENEWABLE RESOURCES INC
77009,TLIC,TRANSPORT LIFE INS CO
77010,XLTC,EXCEL TECHNOLOGY INC
77011,ZOOMF,ZOOM TELEPHONICS INC
77011,ZOOM,ZOOM TELEPHONICS INC
77011,ZOOM,ZOOM TECHNOLOGIES INC
77011,ZOOM,ZOOM TECHNOLOGIES INC
77011,ZOOM,ZOOM TECHNOLOGIES INC
77011,ZOOM,ZOOM TECHNOLOGIES INC
77012,POPEZ,POPE RESOURCES
77012,POPEZ,POPE RESOURCES
77012,POPE,POPE RESOURCES
77013,URLPZ,UNITED REALTY GROUP L P
77014,UDIC,UNITED DUPLICATORS INC
77015,SLCM,SOUTHLAND CORP
77015,SVEV,7 ELEVEN INC
77015,SVEV,7 ELEVEN INC
77015,SE,7 ELEVEN INC
77016,PHNI,PHOENIX RESOURCE COS INC
77016,PHNI,PHOENIX RESOURCE COS INC
77016,PHN,PHOENIX RESOURCE COS INC
77017,TTOR,TRANSTECTOR SYSTEMS INC
77018,LTCO,LAWYERS TITLES CORP
77018,LTI,LAWYERS TITLES CORP
77018,LFG,LANDAMERICA FINANCIAL GROUP INC
77018,LFG,LANDAMERICA FINANCIAL GROUP INC
77019,AFFC,AMERIFED FINANCIAL CORP
77020,ANRG,ANERGEN INC
77021,ACAM,AUTOCAM CORP
77021,ACAM,AUTOCAM CORP
77022,BARE,BAREFOOT INC
77023,BDRM,BODY DRAMA INC
77024,CENF,CENFED FINANCIAL CORP
77025,CGRM,CENTIGRAM COMMUNCATIONS CORP
77026,GDYS,GOODYS FAMILY CLOTHING INC
77027,GRNC,GRANCARE INC
77027,GC,GRANCARE INC
77028,GRND,GRAND CASINOS INC
77028,GND,GRAND CASINOS INC
77029,HOEN,HOENIG GROUP INC
77029,HOEN,HOENIG GROUP INC
77030,IMRS,I M R S INC
77030,HYSW,HYPERION SOFTWARE CORP
77031,LWDS,LEEWARDS CREATIVE CRAFTS INC
77032,MEDA,MEDAPHIS CORP
77032,PSTI,PER SE TECHNOLOGIES INC
77032,PSTI,PER SE TECHNOLOGIES INC
77032,PSTI,PER SE TECHNOLOGIES INC
77032,PSTI,PER SE TECHNOLOGIES INC
77033,,TRANSVAC INC
77034,MEGX,MEGACARDS INC
77034,MEGX,MEGACARDS INC
77034,,MEGACARDS INC
77034,MEGX,MEGACARDS INC
77034,BNTL,BENTLEY INTERNATIONAL INC
77035,MPRS,MICROPROSE INC
77035,SBYT,SPECTRUM HOLOBYTE INC
77035,MPRS,MIRCOPROSE INC
77035,MPRS,MICROPROSE INC
77036,MYTK,MITEK SURGICAL PRODUCTS INC
77037,ODFL,OLD DOMINION FREIGHT LINE INC
77038,PAGE,PAGING NETWORK INC
77039,RDRT,READ RITE CORP
77039,RDRT,READ RITE CORP
77039,RDRT,READ RITE CORP
77040,RTST,RIGHT START INC
77040,RTST,RIGHT START INC
77040,FAOO,F A O INC
77040,FAOO,F A O INC
77041,TWBK,TRANS WORLD BANK SHERMAN OAKS CA
77041,TWBC,TRANSWORLD BANCORP CA
77041,TWBC,TRANSWORLD BANCORP CA
77041,TWBC,TRANSWORLD BANCORP CA
77042,SALT,SALTON MAXIM HOUSEWARES INC
77042,SALT,SALTON INC
77042,SFP,SALTON INC
77043,SWST,SOUTHWEST SECURITIES GROUP INC
77043,SWS,SOUTHWEST SECURITIES GROUP INC
77043,SWS,S W S GROUP INC
77044,SPLE,SPORTS LEISURE INC
77045,STEI,STEWART ENTERPRISES INC
77045,STEI,STEWART ENTERPRISES INC
77046,CUTS,SUPERCUTS INC
77047,TCNL,TECNOL MEDICAL PRODUCTS INC
77048,UFBI,U F BANCORP INC
77049,USRX,U S ROBOTICS INC
77049,USRX,U S ROBOTICS CORP
77052,UWSI,UNITED WISCONSIN SERVICES INC
77052,UWZ,UNITED WISCONSIN SERVICES INC
77052,AMZ,AMERICAN MEDICAL SECURITY GR INC
77053,WTNY,WHITNEY HOLDING CORP
77053,WTNY,WHITNEY HOLDING CORP
77055,SBN,SUNBELT NURSERY GROUP INC
77056,VET,VETERINARY CENTERS OF AMERICA
77056,VCAI,VETERINARY CENTERS OF AMERICA
77057,NHI,NATIONAL HEALTH INVESTORS INC
77057,NHI,NATIONAL HEALTH INVESTORS INC
77058,SJM,SMUCKER J M CO
77059,AF,ARGENTINA FUND INC
77059,AF,ARGENTINA FUND INC
77060,,TRANSWORLD INVESTMENT CORP
77061,BTV,BET HOLDINGS INC
77062,GET,GAYLORD ENTERTAINMENT CO
77063,HCR,HEALTH CARE & RETRMENT CORP DEL
77063,HCR,H C R MANOR CARE INC
77063,HCR,MANOR CARE INC NEW
77064,JC,JENNY CRAIG INC
77065,LAQ,LATIN AMERICA EQUITY FUND INC
77066,MSF,MORGAN STANLEY EMG MKS FD INC N
77067,NUF,NUVEEN FL QLTY INCOME MUNI FUND
77068,TRAT,TRATEC INC
77069,NUM,NUVEEN MI QLTY INC MUNI FD INC
77069,NUM,NUVEEN MI QUALITY INCOME MUNI FD
77069,NUM,NUVEEN MI QUALITY MUNI INCOME FD
77069,NUM,NUVEEN MI QUALITY MUNI INCOME FD
77070,NUJ,NUVEEN NJ QLTY INCOME MUN FD INC
77071,NUO,NUVEEN OH QLTY INCOME MUN FD INC
77071,NUO,NUVEEN OHIO QLTY INCOME MUNI FD
77071,NUO,NUVEEN OH QUALITY MUNI INCOME FD
77072,NUP,NUVEEN PA QLTY INCOME MUNI FD
77073,NTX,NUVEEN TX QLTY INCOME MUNI FD
77073,NTX,NUVEEN TX QUALITY MUNI INCOME FD
77074,PDC,PRESLEY COS DEL
77074,PDC,PRESLEY COS
77074,PDC,PRESLEY COS
77074,PDC,PRESLEY COS DEL NEW
77074,WLS,LYON WILLIAM HOMES
77075,SHR,SCHERER RP CORP
77076,TEQP,TRAVEL EQUIPMENT CORP
77077,SKO,SHOPKO STORES INC
77077,SKO,SHOPKO STORES INC
77078,TOT,TOTAL S A
77078,TOT,TOTAL FINA S A
77078,TOT,TOTAL FINA ELF S A
77078,TOT,TOTAL S A
77078,TOT,TOTAL S E
77078,TTE,TOTALENERGIES S E
77078,TTE,TOTALENERGIES S E
77079,TPH,TIPHOOK PLC
77079,TPH,CENTRAL TRANSPORT RENTAL GR PLC
77080,WAC,WARNACO GROUP INC
77081,YRK,YORK INTERNATIONAL CORP NEW
77082,ARIS,A R I NETWORK SERVICES INC
77082,ARIS,A R I NETWORK SERVICES INC
77082,ARIS,A R I NETWORK SERVICES INC
77082,,A R I NETWORK SERVICES INC
77082,ARIS,A R I NETWORK SERVICES INC
77083,LAIS,ADVANCED INTERVENTIONAL SYS INC
77084,TRAT,TRAVELERS REAL ESTATE INVT TR
77085,SCAN,ALLIANCE IMAGING INC DEL
77086,ALTN,ALTEON INC
77086,,ALTEON INC
77086,ALT,ALTEON INC
77086,ALT,ALTEON INC
77086,SYI,SYNVISTA THERAPEUTICS INC
77087,ASGR,AMERICA SERVICE GROUP INC
77087,ASGR,AMERICA SERVICE GROUP INC
77088,APSO,APPLE SOUTH INC
77088,AVDO,AVADO BRANDS INC
77089,ATHN,ATHENA NEUROSCIENCES INC
77090,ATNI,ATLANTIC TELE NETWORK INC
77090,ANK,ATLANTIC TELE NETWORK INC
77090,ANK,ATLANTIC TELE NETWORK INC
77090,ANK,ATLANTIC TELE NETWORK INC
77090,ATNI,ATLANTIC TELE NETWORK INC
77090,ATNI,A T N INTERNATIONAL INC
77091,BACH,BACHMAN INFORMATION SYSTEMS INC
77091,CAYN,CAYENNE SOFTWARE INC
77092,BGII,BALLY GAMING INTERNATIONAL INC
77094,BROD,BRODERBUND SOFTWARE INC
77095,CHKR,CHECKERS DRIVE IN RSTRNTS INC
77095,CHKR,CHECKERS DRIVE IN RSTRNTS INC
77096,CSTM,CUSTOM CHROME INC
77096,CSTM,GLOBAL MOTORSPORT GROUP INC
77097,CYTL,CYTEL CORP
77097,CYTL,CYTEL CORP
77097,EPMN,EPIMMUNE INC
77097,IDMI,I D M PHARMA INC
77098,DVCR,DIVERSICARE INC
77098,AHOM,AMERICAN HOMEPATIENT INC
77099,EMBX,EMBREX INC
77099,EMBX,EMBREX INC
77100,GNCR,GENCARE HEALTH SYSTEMS INC
77101,HDVS,H D VEST INC
77102,HAMB,HAMBURGER HAMLET RESTAURANTS INC
77103,IMCL,IMCLONE SYSTEMS INC
77103,IMCL,IMCLONE SYSTEMS INC
77104,INFO,INFORMATION AMERICA INC
77105,TISL,TREASURE ISLE INC
77106,IAAI,INSURANCE AUTO AUCTIONS INC
77107,INNN,INTERACTIVE NETWORK INC
77108,MARQA,MARQUETTE ELECTRONICS INC
77108,MARQA,MARQUETTE MEDICAL SYSTEMS INC
77108,MARQ,MARQUETTE MEDICAL SYSTEMS INC
77109,NUSA,NAMIC U S A CORP
77110,NRCT,NATIONAL REHABILITATION CTRS INC
77110,RHAB,REHABILITY CORP
77111,PPSI,PACIFIC PHYSICIAN SERVICES INC
77112,PCNI,PHYSICIAN COMPUTER NETWORK INC
77113,SLMI,S L M INTERNATIONAL INC
77114,WRLD,WORLD ACCEPTANCE CORP
77114,WRLD,WORLD ACCEPTANCE CORP
77116,NUC,NUVEEN CA QLTY INC MUNI FD INC
77117,WNC,WABASH NATIONAL CORP
77117,WNC,WABASH NATIONAL CORP
77117,WNC,WABASH NATIONAL CORP
77118,APH,AMPHENOL CORP NEW
77119,GNC,GUARANTY NATIONAL CORP NEW
77120,HMN,HORACE MANN EDUCATORS CORP NEW
77120,HMN,HORACE MANN EDUCATORS CORP NEW
77120,HMN,HORACE MANN EDUCATORS CORP NEW
77120,HMN,HORACE MANN EDUCATORS CORP NEW
77121,TREM,TREMCO MANUFACTURING CO
77121,TREM,TREMCO INC
77122,JOY,JOY TECHNOLOGIES INC
77123,SHP,STOP & SHOP COS INC NEW
77124,DTF,DUFF & PHELPS UTILITIES TAX FREE
77124,DTF,D T F TAX FREE INCOME INC
77124,DTF,D T F TAX FREE IN 2028 TM FD INC
77125,SQF,SELIGMAN QUALITY MUNICIPAL FUND
77126,NUN,NUVEEN NY QLTY INCOME MUN FD INC
77128,JF,JUNDT GROWTH FUND INC
77129,KIM,KIMCO REALTY CORP
77129,KIM,KIMCO REALTY CORP
77131,VKQ,VAN KAMPEN MERRITT MUNI TRUST
77131,VKQ,VAN KAMPEN AMERN CAP MUNI TR
77131,VKQ,VAN KAMPEN MUNICIPAL TRUST
77131,VKQ,INVESCO VAN KAMPEN MUNI TRUST
77131,VKQ,INVESCO MUNICIPAL TRUST
77131,VKQ,INVESCO MUNICIPAL TRUST
77132,VPQ,VAN KAMPEN MER PA QLTY MUNI TR
77132,VPQ,VAN KAMPEN AM CAP PA QLTY MU TR
77132,VPQ,VAN KAMPEN PA QUALITY MUNI TR
77133,VKM,VAN KAMPEN MER CA QLTY MUNI TR
77133,VQC,VAN KAMPEN MER CA QLTY MUNI TR
77133,VQC,VAN KAMPEN AM CAP CA QLTY MUN TR
77133,VQC,VAN KAMPEN CA QUALITY MUNI TRUST
77134,VFM,VAN KAMPEN MER FL QLTY MUNI TR
77134,VFM,VAN KAMPEN AM CAP FL QLTY MU TR
