permno,ticker,comnam
16960,MFEM,PIMCO EQUITY SERIES
16961,PQG,P Q GROUP HOLDINGS INC
16961,ECVT,ECOVYST INC
16961,ECVT,ECOVYST INC
16962,RYB,R Y B EDUCATION INC
16962,RYB,R Y B EDUCATION INC
16962,RYB,R Y B EDUCATION INC
16962,GEHI,GRAVITAS EDUCATION HOLDINGS INC
16962,GEHI,GRAVITAS EDUCATION HOLDINGS INC
16962,MYND,MYND A I INC
16963,DESP,DESPEGAR COM CORP
16964,IPOA,SOCIAL CAP HEDO HLDGS CORP
16964,SPCE,VIRGIN GALACTIC HOLDINGS INC
16964,SPCE,VIRGIN GALACTIC HOLDINGS INC
16964,SPCE,VIRGIN GALACTIC HOLDINGS INC
16965,FOR,FORESTAR GROUP INC NEW
16966,SWCH,SWITCH INC
16967,CARG,CARGURUS INC
16968,MDB,MONGODB INC
16969,,GRANT W T CO
16969,GTY,GRANT W T CO
16969,GTY,GRANT W T CO
16970,BDSY,BARON DATA SYS
16971,EYE,NATIONAL VISION HOLDINGS INC
16973,ABLX,ABLYNX N V
16974,AYTU,AYTU BIOSCIENCE INC
16974,AYTU,AYTU BIOSCIENCE INC
16974,AYTU,AYTU BIOSCIENCE INC
16974,AYTU,AYTU BIOPHARMA INC
16974,AYTU,AYTU BIOPHARMA INC
16975,BRAC,BLACK RIDGE ACQUISITION CORP
16975,AESE,ALLIED ESPORTS ENTERTAINMENT INC
16975,AGAE,ALLIED GAMING & ENTERTAINMENT IN
16976,CATC,CAMBRIDGE BANCORP
16977,,GRASSELLI CHEM CO
16978,AIMX,AIMEXCO INC
16978,BARC,BARRETT RESOURCES CORP
16978,BARC,BARRETT RESOURCES CORP
16978,BARC,BARRETT RESOURCES CORP
16978,BRR,BARRETT RESOURCES CORP
16978,BRR,BARRETT RESOURCES CORP
16979,CEY,VICTORY PORTFOLIOS II
16980,DOTA,DRAPER OAKWOOD TECH ACQ INC
16980,RBZ,REEBONZ HOLDING LTD
16980,RBZ,REEBONZ HOLDING LTD NEW
16980,RBZ,REEBONZ HOLDING LTD NEW
16981,FAT,F A T BRANDS INC
16981,FAT,F A T BRANDS INC
16982,FDBC,FIDELITY D & D BANCORP INC
16983,FFBW,F F B W INC
16983,FFBW,F F B W INC MD
16984,FSCT,FORESCOUT TECHNOLOGIES INC
16985,,INTERNATIONAL PRINTING INK CORP
16985,,INTERCHEMICAL CORP
16985,IKN,INTERCHEMICAL CORP
16985,IKN,INTERCHEMICAL CORP
16985,IKN,INMONT CORP
16986,BARR,BARRINGER RESOURCES INC
16986,,BARRINGER RESOURCES INC
16986,BARR,BARRINGER RESOURCES INC
16986,BARR,BARRINGER TECHNOLOGIES INC
16986,BARR,BARRINGER TECHNOLOGIES INC
16986,BARR,BARRINGER TECHNOLOGIES INC
16986,BARR,BARRINGER TECHNOLOGIES INC
16987,HAIR,RESTORATION ROBOTICS INC
16987,VERO,VENUS CONCEPT INC
16987,VERO,VENUS CONCEPT INC
16988,IAM,I AM CAPITAL ACQUISITION CO
16988,SMSH,SMAAASH ENTERTAINMENT INC
16988,WINR,SIMPLICITY ESPORTS & GAMING CO
16989,KIDS,ORTHOPEDIATRICS CORP
16990,LYL,DRAGON VICTORY INTERNATIONAL LTD
16990,MATH,METALPHA TECHNOLOGY HOLDING LTD
16991,MBIN,MERCHANTS BANCORP
16992,OPTN,OPTINOSE INC
16992,OPTN,OPTINOSE INC
16993,,KAUFMANN DEPT STORES INC
16994,BCHK,BARRIS CHUCK PRODUCTIONS INC
16994,BRRS,BARRIS INDUSTRIES INC
16994,BRRS,BARRIS INDUSTRIES INC
16994,GPEC,GUBER PETERS ENTERTAINMENT CO
16995,PDLB,P D L COMMUNITY BANCORP
16995,PDLB,PONCE FINANCIAL GROUP INC
16996,PMOM,PRINCIPAL EXCHANGE TRADED FUNDS
16997,PVAL,PRINCIPAL EXCHANGE TRADED FUNDS
16998,REDU,RISE EDUCATION CAYMAN LTD
16998,NAAS,NAAS TECHNOLOGY INC
16998,NAAS,NAAS TECHNOLOGY INC
16999,RMBL,RUMBLEON INC
16999,RMBL,RUMBLEON INC
17000,RYTM,RHYTHM PHARMACEUTICALS INC
17001,USMC,PRINCIPAL EXCHANGE TRADED FUNDS
17002,BPMP,B P MIDSTREAM PARTNERS LP
17003,DIAL,COLUMBIA E T F TRUST I
17004,DCF,DREYFUS ALCENTRA GC IN 24 TT FD
17004,DCF,BNY MELLON ALCENTRA GCI 24 TT FD
17004,DCF,BNY MELLON ALCENTRA GCI 24 TT FD
17005,,MELVILLE SHOE CORP
17005,MES,MELVILLE SHOE CORP
17005,MES,MELVILLE SHOE CORP
17005,MES,MELVILLE CORP
17005,CVS,MELVILLE CORP
17005,CVS,C V S CORP
17005,CVS,C V S CORP
17005,CVS,C V S CAREMARK CORP
17005,CVS,C V S HEALTH CORP
17006,BJEW,BARRY S JEWELERS INC
17007,CHGX,E T F SERIES SOLUTIONS
17008,VGFO,ETFIS SERIES TRUST I
17008,VGFO,ETFIS SERIES TRUST I
17008,VWID,ETFIS SERIES TRUST I
17009,AIEQ,E T F MANAGERS TRUST
17010,MMIT,INDEXIQ ACTIVE E T F TRUST
17010,MMIT,NEW YORK LIFE INV ACTIVE ETF TR
17011,MMIN,INDEXIQ ACTIVE E T F TRUST
17011,MMIN,NEW YORK LIFE INV ACTIVE ETF TR
17012,KGRN,KRANESHARES TRUST
17013,,SPIEGEL MAY STERN INC
17013,,SPIEGEL INC
17013,SM,SPIEGEL INC
17014,BART,BARTON VALVE INC
17014,BART,BARTON INDUSTRIES INC
17015,KEMQ,KRANESHARES TRUST
17016,BIBL,NORTHERN LIGHTS FUND TR IV
17017,NES,NUVERRA ENVIRONMENTAL SOLUTS INC
17017,NES,NUVERRA ENVIRONMENTAL SOLUTS INC
17018,NUBD,NUSHARES E T F TRUST
17019,QD,QUDIAN INC
17019,QD,QUDIAN INC
17020,SCHK,SCHWAB STRATEGIC TRUST
17021,,STANLEY CO AMER
17022,,BASCO INC
17023,SE,SEA LTD
17023,SE,SEA LTD
17023,SE,SEA LTD
17024,ULVM,U S A A ETF TRUST
17025,USVM,U S A A ETF TRUST
17026,UIVM,U S A A ETF TRUST
17027,UEVM,U S A A ETF TRUST
17028,USTB,U S A A ETF TRUST
17029,UITB,U S A A ETF TRUST
17030,LFEQ,VANECK VECTORS E T F TRUST
17030,LFEQ,VANECK E T F TRUST
17031,XFLT,X A I OCTAGON FL RT & ALT INC TT
17031,XFLT,X A I OCTAGON FL RT & ALT INC TT
17031,XFLT,X A I OCTAGON FL RT & ALT INC TR
17032,CIC,CAPITOL INVESTMENT CORP IV
17032,NSCO,NESCO HOLDINGS INC
17032,CTOS,CUSTOM TRUCK ONE SOURCE INC
17033,NEXA,NEXA RESOURCES S A
17033,NEXA,NEXA RESOURCES S A
17034,ALTR,ALTAIR ENGINEERING INC
17035,AQUA,EVOQUA WATER TECHNOLOGIES CORP
17036,CNNE,CANNAE HOLDINGS INC
17036,CNNE,CANNAE HOLDINGS INC
17036,CNNE,CANNAE HOLDINGS INC
17037,SAIL,SAILPOINT TECHNOLOGIES HLDGS INC
17038,SFIX,STITCH FIX INC
17039,CEIX,CONSOL ENERGY INC NEW
17039,CEIX,CONSOL ENERGY INC NEW
17039,CEIX,CONSOL ENERGY INC NEW
17039,CEIX,CONSOL ENERGY INC NEW
17040,DLPH,DELPHI TECHNOLOGIES PLC
17041,NAOV,NANOVIBRONIX INC
17041,NAOV,NANOVIBRONIX INC
17042,ALNA,ALLENA PHARMACEUTICALS INC
17043,FNKO,FUNKO INC
17044,SPRO,SPERO THERAPEUTICS INC
17045,ACMR,A C M RESEARCH INC
17046,AQ,AQUANTIA CORP
17047,BXG,BLUEGREEN VACATIONS CORP
17048,,WARNER BROS PICTURES INC
17048,WB,WARNER BROS PICTURES INC
17049,BASEB,BASE TEN SYS INC
17050,CCT,CORPORATE CAPITAL TRUST INC
17051,PILL,DIREXION SHARES E T F TRUST
17052,EEMD,E T F SERIES SOLUTIONS
17053,SPDV,E T F SERIES SOLUTIONS
17054,EMEM,ETFIS SERIES TRUST I
17055,ENTR,ENTREPRENEURSHARES SERIES TRUST
17055,ENTR,ENTREPRENEURSHARES SERIES TRUST
17055,XOVR,ENTREPRENEURSHARES SERIES TRUST
17056,,HOLLAND FURNACE CO
17056,HLN,HOLLAND FURNACE CO
17057,BASEA,BASE TEN SYS INC
17057,BASEA,BASE TEN SYS INC
17057,BASEA,BASE TEN SYS INC
17058,FEDU,FOUR SEASONS ED CAYMAN INC
17058,FEDU,FOUR SEASONS ED CAYMAN INC
17058,FEDU,FOUR SEASONS ED CAYMAN INC
17059,FLJH,FRANKLIN TEMPLETON E T F TRUST
17060,FLEH,FRANKLIN TEMPLETON E T F TRUST
17060,FLEU,FRANKLIN TEMPLETON E T F TRUST
17061,FLEE,FRANKLIN TEMPLETON E T F TRUST
17062,FLGB,FRANKLIN TEMPLETON E T F TRUST
17063,FLTW,FRANKLIN TEMPLETON E T F TRUST
17064,,INDUSTRIAL RAYON CORP
17065,BAMI,BASIC AMERICAN MEDICAL INC
17066,FLKR,FRANKLIN TEMPLETON E T F TRUST
17067,FLMX,FRANKLIN TEMPLETON E T F TRUST
17068,FLJP,FRANKLIN TEMPLETON E T F TRUST
17069,FLIY,FRANKLIN TEMPLETON E T F TRUST
17070,FLHK,FRANKLIN TEMPLETON E T F TRUST
17071,FLGR,FRANKLIN TEMPLETON E T F TRUST
17072,,INTERSTATE DEPT STORES INC
17072,ISD,INTERSTATE DEPT STORES INC
17072,ISD,INTERSTATE DEPT STORES INC
17072,ISD,INTERSTATE STORES INC
17073,BSIC,BASIC EARTH SCIENCE SYS INC
17073,,BASIC EARTH SCIENCE SYS INC
17073,,EARTHSTONE ENERGY INC
17073,,EARTHSTONE ENERGY INC
17073,ESTE,EARTHSTONE ENERGY INC
17073,ESTE,EARTHSTONE ENERGY INC
17073,ESTE,EARTHSTONE ENERGY INC
17073,ESTE,EARTHSTONE ENERGY INC
17074,FLFR,FRANKLIN TEMPLETON E T F TRUST
17075,FLCH,FRANKLIN TEMPLETON E T F TRUST
17076,FLCA,FRANKLIN TEMPLETON E T F TRUST
17077,FLBR,FRANKLIN TEMPLETON E T F TRUST
17078,FLAU,FRANKLIN TEMPLETON E T F TRUST
17079,GLF,GULFMARK OFFSHORE INC
17080,,RHINE WESTPHALIA ELEC PWR CORP
17080,,RHINE WESTPHALIA ELEC PWR CORP
17081,HFRO,HIGHLAND FLOATING RATE OPP FD
17081,HFRO,HIGHLAND INCOME FUND
17081,HFRO,HIGHLAND INCOME FUND
17081,HFRO,HIGHLAND OPP & INCOME FUND
17081,HFRO,HIGHLAND OPP & INCOME FUND
17082,IHTA,INVESCO HIGH INCOME 2024 TT FUND
17082,IHTA,INVESCO HIGH INCOME 2024 TT FUND
17082,IHTA,INVESCO HIGH INCOME 2024 TT FUND
17082,IHTA,INVESCO HIGH INCOME 2024 TT FUND
17083,JVAL,J P MORGAN E T F TRUST
17084,JQUA,J P MORGAN E T F TRUST
17085,JMOM,J P MORGAN E T F TRUST
17086,JMIN,J P MORGAN E T F TRUST
17087,JDIV,J P MORGAN E T F TRUST
17088,JT,JIANPU TECHNOLOGY INC
17088,JT,JIANPU TECHNOLOGY INC
17089,JHSC,JOHN HANCOCK E T F TRUST
17090,LGC,LEGACY ACQUISITION CORP
17090,LGC,LEGACY ACQUISITION CORP
17090,ID,PARTS ID INC
17091,LEVB,LEVEL BRANDS INC
17091,YCBD,CBDMD INC
17091,YCBD,CBDMD INC
17092,LOMA,LOMA NEGRA CORP
17093,MCB,METROPOLITAN BANK HOLDING CORP
17093,MCB,METROPOLITAN BANK HOLDING CORP
17093,MCB,METROPOLITAN BANK HOLDING CORP
17094,PPDF,P P DAI GROUP INC
17094,PPDF,P P DAI GROUP INC
17094,FINV,FINVOLUTION GROUP
17094,FINV,FINVOLUTION GROUP
17095,EMTY,PROSHARES TRUST
17096,CLIX,PROSHARES TRUST
17097,SEND,SENDGRID INC
17098,SOGO,SOGOU INC
17098,SOGO,SOGOU INC
17099,,UNITED ELEC COAL COS
17099,UCC,UNITED ELEC COAL COS
17100,LOV,SPARK NETWORKS S E
17100,LOV,SPARK NETWORKS S E
17100,LOV,SPARK NETWORKS S E
17101,,WILCOX OIL & GAS CO
17101,,WILCOX OIL CO
17101,,WILCOX OIL CO
17101,WXC,WILCOX OIL CO
17102,BROB,BASKIN ROBBINS ICE CREAM CO
17103,ZOM,ZOMEDICA PHARMACEUTICALS CORP
17103,ZOM,ZOMEDICA CORP
17104,APLS,APELLIS PHARMACEUTICALS INC
17105,ASNS,ARSANIS INC
17105,XFOR,X4 PHARMACEUTICALS INC
17106,BAND,BANDWIDTH INC
17107,BOXL,BOXLIGHT CORP
17107,BOXL,BOXLIGHT CORP
17108,CBTX,C B T X INC
17108,STEL,STELLAR BANCORP INC
17108,STEL,STELLAR BANCORP INC
17108,STEL,STELLAR BANCORP INC
17109,CMSS,C M SEVEN STAR ACQUISITION CORP
17109,KXIN,KAIXIN AUTO HOLDINGS
17109,KXIN,KAIXIN AUTO HOLDINGS
17109,KXIN,KAIXIN HOLDINGS
17109,KXIN,KAIXIN HOLDINGS
17110,ERYP,ERYTECH PHARMA S A
17110,PHXM,PHAXIAM THERAPEUTICS S A
17110,PHXM,PHAXIAM THERAPEUTICS S A
17112,FMHI,FIRST TR EXCHANGE TRADED FD III
17113,HX,HEXINDAI INC
17113,HX,HEXINDAI INC
17113,HX,XIAOBAI MAIMAI INC
17113,AHG,AKSO HEALTH GROUP
17114,HYAC,HAYMAKER ACQUISITION CORP
17115,IFRX,INFLARX N V
17116,LOOP,LOOP INDUSTRIES INC
17117,MRBK,MERIDIAN BANK
17117,MRBK,MERIDIAN CORP
17119,PXUS,PRINCIPAL EXCHANGE TRADED FUNDS
17120,RETO,RETO ECO SOLUTIONS INC
17120,RETO,RETO ECO SOLUTIONS INC
17120,RETO,RETO ECO SOLUTIONS INC
17120,RETO,RETO ECO SOLUTIONS INC
17121,SBT,STERLING BANCORP INC
17122,SCPH,SCPHARMACEUTICALS INC
17123,SDVY,FIRST TRUST E T F VI
17124,VTC,VANGUARD SCOTTSDALE FUNDS
17125,DNLI,DENALI THERAPEUTICS INC
17126,NMRK,NEWMARK GROUP INC
17127,ESTR,ESTRE AMBIENTAL INC
17128,,CROWN ZELLERBACH CORP
17128,ZB,CROWN ZELLERBACH CORP
17128,ZB,CROWN ZELLERBACH CORP
17129,BASS,BASS FINANCIAL CORP
17129,BASS,BASS FINANCIAL CORP
17130,LILAK,LIBERTY LATIN AMERICA LTD
17131,LILA,LIBERTY LATIN AMERICA LTD
17132,ACT,ADVISORSHARES TRUST
17132,VICE,ADVISORSHARES TRUST
17133,AMEH,APOLLO MEDICAL HOLDINGS INC
17133,ASTH,ASTRANA HEALTH INC
17134,BRPA,BIG ROCK PARTNERS ACQ CORP
17134,NRXP,N R X PHARMACEUTICALS INC
17134,NRXP,N R X PHARMACEUTICALS INC
17135,CASA,CASA SYSTEMS INC
17136,,COLUMBIA GRAPHOPHONE LTD
17136,,ELECTRIC & MUSICAL INDS LTD
17136,EMI,ELECTRIC & MUSICAL INDS LTD
17136,EMI,ELECTRIC & MUSICAL INDS LTD
17136,EMI,E M I LTD
17137,BSET,BASSETT FURNITURE INDUSTRIES INC
17138,CLRG,INDEXIQ E T F TRUST
17139,CWBR,COHBAR INC
17139,CWBR,COHBAR INC
17140,DLPN,DOLPHIN ENTERTAINMENT INC
17140,DLPN,DOLPHIN ENTERTAINMENT INC
17140,DLPN,DOLPHIN ENTERTAINMENT INC
17141,DOGZ,DOGNESS INTERNATIONAL CORP
17141,DOGZ,DOGNESS INTERNATIONAL CORP
17142,DWCR,ARROW INVESTMENTS TRUST
17142,DWCR,ARROW INVESTMENTS TRUST
17144,,GENERAL MILLS INC
17144,GIS,GENERAL MILLS INC
17144,GIS,GENERAL MILLS INC
17144,GIS,GENERAL MILLS INC
17144,GIS,GENERAL MILLS INC
17145,BWKR,BASSETT WALKER
17146,ICLK,ICLICK INTERACTIVE ASIA GRP LTD
17146,ICLK,ICLICK INTERACTIVE ASIA GRP LTD
17147,LACQ,LEISURE ACQUISITION CORP
17147,,LEISURE ACQUISITION CORP
17147,ENSC,ENSYSCE BIOSCIENCES INC
17147,ENSC,ENSYSCE BIOSCIENCES INC
17147,ENSC,ENSYSCE BIOSCIENCES INC
17147,ENSC,ENSYSCE BIOSCIENCES INC
17148,LBC,LUTHER BURBANK CORP
17149,LFIN,LONGFIN CORP
17150,LX,LEXINFINTECH HOLDINGS LTD
17151,MVBF,M V B FINANCIAL CORP
17152,,GOBEL ADOLPH INC
17153,BABL,BASTIAN BLESSING INC DE
17154,ODT,ODONATE THERAPEUTICS INC
17155,QTRX,QUANTERIX CORP
17156,STNL,SENTINEL ENERGY SERVICES INC
17156,STNL,SENTINEL ENERGY SERVICES INC DE
17157,TRMD,T O R M PLC
17160,,YOUNG L A SPRING & WIRE CORP
17160,,YOUNG SPRING & WIRE CORP
17160,YG,YOUNG SPRING & WIRE CORP
17160,HRD,HARDEMAN PAUL INC
17161,BSIN,BASTIAN INDUSTRIES INC
17161,BSIN,BASTIAN INDUSTRIES INC
17178,CURO,CURO GROUP HOLDINGS CORP
17179,,HAWAIIAN PINEAPPLE LTD
17180,BAUK,BAUKOL NOONAN INC
17181,USAI,E T F SERIES SOLUTIONS
17182,FTNW,F T E NETWORKS INC
17182,FTNW,F T E NETWORKS INC
17182,FTNW,F T E NETWORKS INC
17182,FTNW,F T E NETWORKS INC
17182,FTNW,F T E NETWORKS INC
17182,FTNW,F T E NETWORKS INC
17183,HIPS,GRANITESHARES E T F TRUST
17184,HMOP,HARTFORD FUNDS E T TRUST
17185,LDRS,INNOVATOR E T F S TRUST
17186,JPMF,J P MORGAN E T F TRUST
17187,,MC KESSON & ROBBINS INC
17188,BAYA,BAYAMON FED SVGS & LN ASSN P R
17188,BAYA,BAYAMON FED SVGS & LN ASSN P R
17188,,BAYAMON FED SVGS & LN ASSN P R
17188,BAYA,BAYAMON FED SVGS & LN ASSN P R
17188,BAYA,FEDERAL SAVINGS BK PUERTO RICO
17188,BAYA,FEDERAL SAVINGS BK PUERTO RICO
17189,JPED,J P MORGAN E T F TRUST
17190,LSST,NATIXIS E T F TRUST
17191,XKFS,SPDR SERIES TRUST
17191,FITE,SPDR SERIES TRUST
17192,XKST,SPDR SERIES TRUST
17192,HAIL,SPDR SERIES TRUST
17193,XKII,SPDR SERIES TRUST
17193,SIMS,SPDR SERIES TRUST
17194,BUY,U S C F ETF TRUST
17195,,NORTH GERMAN LLOYD BREMEN
17195,,NORTH GERMAN LLOYD BREMEN
17196,BAYS,BAYSTATE CORP
17196,BBNK,BAYBANKS INC
17196,BBNK,BAYBANKS INC
17197,BUYN,U S C F ETF TRUST
17198,WBAL,WISDOMTREE TRUST
17199,WCHN,WISDOMTREE TRUST
17200,LXFR,LUXFER HOLDINGS PLC
17200,LXFR,LUXFER HOLDINGS PLC
17200,LXFR,LUXFER HOLDINGS PLC
17201,MOSC,MOSAIC ACQUISITION CORP
17201,MOSC,MOSAIC ACQUISITION CORP
17201,MOSC,MOSAIC ACQUISITION CORP DE
17201,VVNT,VIVINT SMART HOME INC
17201,VVNT,VIVINT SMART HOME INC
17202,PIA,INVESCO MUNI PREMIUM INCOME TR
17203,OIC,INVESCO MUNICIPAL INC OPP TR III
17204,OIB,INVESCO MUNI INCOME OPP TRUST II
17205,OIA,INVESCO MUNICIPAL INCOME OPP TR
17205,OIA,INVESCO MUNICIPAL INCOME OPP TR
17206,IIC,INVESCO CALIF INSD MUNI INC TR
17206,IIC,INVESCO CALIF MUNI INCOME TRUST
17207,IQN,INVESCO NY QUALITY MUNI SECS
17208,,FOLLANSBEE BROS CO
17208,,FOLLANSBEE STL CORP
17208,,FOLLANSBEE STL CORP
17208,,UNION CHEM & MATLS CORP
17209,BAYR,BAYER A G
17209,,BAYER A G
17209,BAY,BAYER A G
17210,IQM,INVESCO QUALITY MUNICIPAL SECS
17211,IQC,INVESCO CALIF QUALITY MUNI SECS
17212,IQT,INVESCO QUALITY MUNI INVT TR
17213,IQI,INVESCO QUALITY MUNI INCOME TR
17214,IIM,INVESCO INSURED MUNI INCOME TR
17214,IIM,INVESCO VALUE MUNI INCOME TR
17214,IIM,INVESCO VALUE MUNI INCOME TR
17214,IIM,INVESCO VALUE MUNI INCOME TR
17215,IMC,INVESCO INSURED MUNI BOND TRUST
17215,IMC,INVESCO VALUE MUNI BOND TRUST
17216,,WESSON OIL & SNOWDRIFT INC
17217,BAYM,BAYLESS A J MKTS INC
17218,ICS,INVESCO INSURED CALIF MUNI SECS
17218,ICS,INVESCO CALIF MUNICIPAL SECS
17219,IMS,INVESCO INSURED MUNI SECURITIES
17219,IMS,INVESCO VALUE MUNI SECURITIES
17220,IMT,INVESCO INSURED MUNICIPAL TR
17220,IMT,INVESCO VALUE MUNICIPAL TRUST
17221,LBRT,LIBERTY OILFIELD SERVICES INC
17221,LBRT,LIBERTY ENERGY INC
17222,ILPT,INDUSTRIAL LOGISTICS PPTYS TR
17223,ADT,A D T INC
17223,ADT,A D T INC
17223,ADT,A D T INC
17224,,ADAMS MILLIS CORP
17224,ALL,ADAMS MILLIS CORP
17224,ALL,ADAMS MILLIS CORP
17225,BAYL,BAYLY CORP
17226,COLD,AMERICOLD REALTY TRUST
17226,COLD,AMERICOLD REALTY TRUST
17226,COLD,AMERICOLD REALTY TRUST INC
17227,GTES,GATES INDUSTRIAL CORP PLC
17227,GTES,GATES INDUSTRIAL CORP PLC
17228,KORP,AMERICAN CENTURY E T F TRUST
17229,VALQ,AMERICAN CENTURY E T F TRUST
17230,BLOK,AMPLIFY ETF TRUST
17231,DOGS,ARROW INVESTMENTS TRUST
17232,,CENTRAL AGUIRRE ASSOC
17232,,CENTRAL AGUIRRE SUGAR CO
17232,CEG,CENTRAL AGUIRRE SUGAR CO
17232,AGG,AGUIRRE CO
17233,BYOU,BAYOU RESOURCES INC
17234,AVYA,AVAYA HOLDINGS CORP
17235,HYUP,D B X ETF TRUST
17236,HYDW,D B X ETF TRUST
17237,SHYL,D B X ETF TRUST
17238,KOIN,EXCHANGE TRADED CONCEPTS TR
17239,PRID,EXCHANGE LISTED FUNDS TRUST
17240,,ANCHOR CAP CORP
17240,,ANCHOR HOCKING GLASS CORP
17240,ARH,ANCHOR HOCKING GLASS CORP
17240,ARH,ANCHOR HOCKING GLASS CORP
17240,ARH,ANCHOR HOCKING CORP
17241,BAID,BAIRD & WARNER MTG & RLTY INVS
17241,BRIT,BAYSWATER REALTY & INVT TRUST
17241,BAYS,BAYSWATER REALTY & CAPITAL CORP
17241,BAYS,BAYSWATER REALTY & CAPITAL CORP
17241,BAYS,BAYSWATER REALTY & CAPITAL CORP
17241,BAYS,BAYSWATER REALTY & CAPITAL CORP
17242,HONR,EXCHANGE LISTED FUNDS TRUST
17243,FIVA,FIDELITY COVINGTON TRUST
17244,FIDI,FIDELITY COVINGTON TRUST
17245,GIG,GIGCAPITAL INC
17245,KLR,KALEYRA INC
17245,KLR,KALEYRA INC
17245,KLR,KALEYRA INC
17246,PLTM,GRANITESHARES PLATINUM TRUST
17247,JPMB,J P MORGAN E T F TRUST
17248,JPLS,J P MORGAN E T F TRUST
17249,KARS,KRANESHARES TRUST
17250,LAC,LITHIUM AMERICAS CORP
17250,LAAC,LITHIUM AMERICAS ARGENTINA CORP
17251,NINE,NINE ENERGY SERVICES INC
17251,NINE,NINE ENERGY SERVICES INC
17252,AGS,PLAYAGS INC
17252,AGS,PLAYAGS INC
17253,CEF,SPROTT PHYSICAL GOLD & SILVER TR
17253,CEF,SPROTT PHYSICAL GOLD & SILVER TR
17254,PAGS,PAGSEGURO DIGITAL LTD
17255,RWGE,REGALWOOD GLOBAL ENERGY LTD
17256,ARMO,A R M O BIOSCIENCES INC
17257,BLCN,REALITY SHARES E T F TR
17258,CLGN,COLLPLANT HOLDINGS LTD
17258,CLGN,COLLPLANT BIOTECHNOLOGIES LTD
17259,,MARMON MTR CAR CO
17260,BAZR,BAZAR INC
17262,CUE,CUE BIOPHARMA INC
17263,EYEN,EYENOVIA INC
17264,HNDL,STRATEGY SHARES
17265,LEGR,FIRST TRUST E T F VI
17266,MNLO,MENLO THERAPEUTICS INC
17266,VYNE,VYNE THERAPEUTICS INC
17266,VYNE,VYNE THERAPEUTICS INC
17266,VYNE,VYNE THERAPEUTICS INC
17267,,PET MILK CO
17267,PET,PET MILK CO
17267,PET,PET INC
17267,PET,PET INC
17268,BPHO,BEACON PHOTO SVC INC
17269,NMRD,NEMAURA MEDICAL INC
17269,NMRD,NEMAURA MEDICAL INC
17270,NVMM,NOVUME SOLUTIONS INC
17270,REKR,REKOR SYSTEMS INC
17271,SLDB,SOLID BIOSCIENCES INC
17271,SLDB,SOLID BIOSCIENCES INC
17272,TORC,RESTORBIO INC
17272,ACET,ADICET BIO INC
17273,FTSI,F T S INTERNATIONAL INC
17273,FTSI,F T S INTERNATIONAL INC
17273,FTSI,F T S INTERNATIONAL INC
17273,FTSI,F T S INTERNATIONAL INC
17275,,PRAIRIE OIL & GAS CO
17276,BEAC,BEACON RESOURCES CORP
17277,TW,TRANS WORLD CORP
17277,TW,TRANSWORLD CORP DEL
17277,TWT,TRANSWORLD CORP LIQUIDATING TR
17278,NII,NATIONAL INTERGROUP INC
17278,NII,FOXMEYER HEALTH CORP
17278,FOX,FOXMEYER HEALTH CORP
17278,AAV,AVATEX CORP
17278,AAV,AVATEX CORP
17278,AAV,AVATEX CORP
17279,LO,LORILLARD INC
17281,WHD,CACTUS INC
17281,WHD,CACTUS INC
17282,FVL,FIRST TRUST VALUE LINE 100 FD
17283,,ROYAL BAKING POWDER CO
17284,BECO,BEAMAN CORP
17284,BECO,BEAMAN CORP
17285,FVD,FIRST TRUST VALUE LINE DIVID FD
17286,CEPU,CENTRAL PUERTO S A
17286,CEPU,CENTRAL PUERTO S A
17286,CEPU,CENTRAL PUERTO S A
17287,CLNC,COLONY NORTHSTAR CREDIT RE INC
17287,CLNC,COLONY CREDIT REAL ESTATE INC
17287,BRSP,BRIGHTSPIRE CAPITAL INC
17288,PPTB,DIREXION SHARES E T F TRUST
17289,PPDM,DIREXION SHARES E T F TRUST
17290,PPEM,DIREXION SHARES E T F TRUST
17291,,SAFEWAY STORES INC
17291,SA,SAFEWAY STORES INC
17291,SA,SAFEWAY STORES INC
17292,BCRK,BEAR CREEK CORP
17293,PPMC,DIREXION SHARES E T F TRUST
17294,VSL,E T F SERIES SOLUTIONS
17295,BOON,E T F SERIES SOLUTIONS
17295,RENW,E T F SERIES SOLUTIONS
17296,EKAR,EXCHANGE TRADED CONCEPTS TR
17297,FLAX,FRANKLIN TEMPLETON E T F TRUST
17298,FLSW,FRANKLIN TEMPLETON E T F TRUST
17299,FLRU,FRANKLIN TEMPLETON E T F TRUST
17300,FLIN,FRANKLIN TEMPLETON E T F TRUST
17301,HMI,HUAMI CORP
17301,HMI,HUAMI CORP
17301,ZEPP,ZEPP HEALTH CORP
17301,ZEPP,ZEPP HEALTH CORP
17302,KURE,KRANESHARES TRUST
17303,IDIV,METAURUS EQUITY COMPONENT TRUST
17304,,HAHN DEPT STORES INC
17304,,ALLIED STORES CORP
17304,ALS,ALLIED STORES CORP
17304,ALS,ALLIED STORES CORP
17305,XDIV,METAURUS EQUITY COMPONENT TRUST
17306,QES,QUINTANA ENERGY SERVICES INC
17307,VICI,VICI PROPERTIES INC
17308,HUD,HUDSON LTD
17308,HUD,HUDSON LTD
17309,OMAD,ONE MADISON CORP
17309,PACK,RANPAK HOLDINGS CORP
17309,PACK,RANPAK HOLDINGS CORP
